...1,geo_type,region,transportation_type,alternative_name,sub.region,country,Date,Mobility_value
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.08.28,200.23
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.08.29,176.22
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.08.30,133.96
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.08.31,153.18
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.01,165.77
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.02,165.43
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.03,176.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.04,197.87
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.05,175.27
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.06,137.3
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.07,133.27
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.08,164.26
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.09,167.91
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.10,168.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.11,190.22
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.12,178.35
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.13,140.78
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.14,155.57
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.15,158.81
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.16,163.33
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.17,158.34
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.18,185.05
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.19,172.12
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.20,128.55
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.21,149.93
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.22,149.73
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.23,155.5
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.24,153.62
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.25,174.41
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.26,168.1
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.27,125.24
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.28,143.38
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.29,143.47
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.09.30,147.54
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.01,148.84
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.02,173.97
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.03,155.01
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.04,117.3
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.05,139.84
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.06,137.38
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.07,139.81
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.08,140.77
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.09,164.04
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.10,150.57
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.11,109.94
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.12,134.05
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.13,131.59
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.14,135.14
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.15,140.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.16,158.63
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.17,145.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.18,102.78
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.19,133.87
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.20,133.72
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.21,136.5
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.22,136.35
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.23,152.77
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.24,142.71
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.25,101.93
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.26,121.51
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.27,128.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.28,128.08
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.29,130.86
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.30,154.09
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.10.31,143.58
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.01,103.96
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.02,120.93
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.03,129.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.04,114.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.05,113.69
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.06,140.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.07,116.91
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.08,86.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.09,113.99
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.10,113.95
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.11,120.63
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.12,102.42
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.13,129.3
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.14,114.48
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.15,90.71
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.16,111.88
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.17,111.42
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.18,112.53
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.19,116.92
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.20,129.71
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.21,113.57
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.22,90.88
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.23,116.15
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.24,112.97
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.25,117.99
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.26,59.44
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.27,97.97
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.28,103.43
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.29,86.85
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.11.30,108.82
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.01,108.19
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.02,111.64
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.03,113.18
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.04,127.3
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.05,113.17
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.06,89.95
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.07,107.05
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.08,108.95
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.09,114.78
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.10,114.46
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.11,133.41
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.12,121.56
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.13,92.38
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.14,113.06
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.15,119.4
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.16,123.04
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.17,123.24
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.18,142.16
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.19,124.33
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.20,103.94
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.21,135.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.22,130.57
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.23,138.96
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.24,110.95
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.25,53.96
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.26,96.17
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.27,87.72
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.28,113.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.29,118.25
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.30,123.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2020.12.31,125.64
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.01,91.95
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.02,113.05
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.03,93.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.04,115.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.05,116.72
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.06,113.42
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.07,111.4
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.08,127.76
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.09,116.86
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.10,94.54
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.11,114.45
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.12,108.77
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.13,112.12
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.14,115.22
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.15,131.57
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.16,117.34
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.17,94.73
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.18,103.01
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.19,102.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.20,111.31
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.21,110.51
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.22,126.29
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.23,112.71
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.24,91.63
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.25,111.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.26,110.07
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.27,109.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.28,109.89
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.29,126.89
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.30,120.7
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.01.31,93.26
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.01,109.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.02,108.89
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.03,113.33
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.04,112.11
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.05,127
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.06,121.4
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.07,89.5
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.08,105.22
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.09,106.82
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.10,112.01
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.11,115.7
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.12,142.09
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.13,132.44
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.14,109.28
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.15,104.23
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.16,113.45
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.17,112.16
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.18,115.55
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.19,133.56
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.20,122.22
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.21,98.77
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.22,112.26
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.23,114.93
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.24,119.11
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.25,123.36
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.26,141.16
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.27,136.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.02.28,107.73
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.01,120.6
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.02,122.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.03,126.19
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.04,131.42
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.05,148.44
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.06,140.67
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.07,112.33
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.08,125.13
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.09,124.42
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.10,125.38
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.11,118.63
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.12,NA
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.13,146.32
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.14,114.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.15,122.91
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.16,134.63
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.17,136.01
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.18,140.64
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.19,158.09
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.20,150.39
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.21,117.86
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.22,129.67
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.23,134.42
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.24,133.89
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.25,129.93
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.26,159.68
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.27,148.1
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.28,109.24
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.29,127.72
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.30,131.21
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.03.31,136.34
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.01,139
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.02,160.54
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.03,142.44
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.04,95.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.05,136.31
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.06,135.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.07,137.76
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.08,132.92
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.09,153.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.10,144.2
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.11,110.4
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.12,129.75
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.13,132.59
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.14,134.65
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.15,135.27
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.16,162.14
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.17,154.92
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.18,118.5
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.19,138.69
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.20,142.96
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.21,144.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.22,144.54
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.23,164.27
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.24,157.56
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.25,126.03
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.26,148.41
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.27,150.87
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.28,149.86
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.29,149.16
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.04.30,178.5
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.01,170.33
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.02,128.57
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.03,156.43
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.04,155.87
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.05,163.17
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.06,162.31
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.07,191.82
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.08,180.77
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.09,131.81
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.10,164.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.11,168.78
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.12,168.99
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.13,175.07
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.14,196.86
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.15,178.14
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.16,141.14
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.17,168.98
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.18,171.31
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.19,173.97
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.20,179.65
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.21,198.67
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.22,183.09
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.23,149.62
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.24,182.35
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.25,185.27
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.26,188.03
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.27,194.72
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.28,200.59
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.29,170.79
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.30,149.13
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.05.31,147.76
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.01,189.78
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.02,187.12
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.03,193.31
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.04,222.35
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.05,194.35
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.06,160.01
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.07,193.83
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.08,192.89
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.09,199.39
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.10,206.4
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.11,220.55
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.12,196.62
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.13,162.43
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.14,206.46
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.15,205.14
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.16,203.61
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.17,218.35
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.18,225.8
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.19,204.83
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.20,152.7
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.21,203.54
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.22,201.69
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.23,201.98
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.24,209.24
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.25,223.21
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.26,196.14
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.27,163.79
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.28,193.24
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.29,206.5
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.06.30,211.62
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.01,208.86
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.02,212.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.03,176.93
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.04,147.32
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.05,161.08
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.06,198.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.07,201.23
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.08,211.66
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.09,227.75
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.10,205.78
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.11,167.65
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.12,202.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.13,201.37
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.14,205.55
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.15,219.52
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.16,234.49
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.17,205.92
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.18,181.06
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.19,202.63
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.20,199.7
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.21,194.53
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.22,201.44
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.23,214.74
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.24,193.06
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.25,166.43
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.26,206.02
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.27,201.05
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.28,203.2
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.29,203.58
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.30,214.97
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.07.31,200.07
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.08.01,171.47
2110,county,Anchorage Municipality,driving,NA,Alaska,United States,X2021.08.02,208.42
